Layer,PPFD
0,1456.4619797821135
0,1455.9961383583034
0,1454.8664794783617
0,1457.670865658332
0,1455.1206272157483
0,1447.2495337138027
0,1441.9215700138743
0,1438.574658984795
0,1437.947129075701
0,1440.7093194015563
0,1446.636730851915
0,1455.4423291024455
0,1454.9873109637717
0,1444.6632956150747
0,1435.752401311684
0,1427.5006917040798
0,1425.2355599379175
0,1424.4591358424059
0,1428.1520313555582
0,1436.1059246720488
0,1445.4673687890825
0,1455.3350622881474
0,1447.3405143333248
0,1433.45003800195
0,1423.9139150734
0,1416.076165359934
0,1411.1653883291515
0,1412.2945145020096
0,1417.5289504432321
0,1424.7576812788077
0,1433.140255264131
0,1447.7924814237306
0,1456.6443456157126
0,1440.2226745493567
0,1427.0145463208148
0,1417.561817343788
0,1408.0967653703524
0,1403.9243653996077
0,1401.2415251354653
0,1408.5006360864966
0,1416.8851164679909
0,1427.3476706949673
0,1442.4985324959987
0,1456.7083304346604
0,1452.4453780123001
0,1438.6603369317386
0,1424.0752399941325
0,1413.0062814405167
0,1404.1747374211889
0,1398.3494920289288
0,1398.6301582042863
0,1402.889826459801
0,1412.450335191352
0,1423.8493530249004
0,1436.6584061046765
0,1451.7096834440517
0,1454.8625333566026
0,1438.0312132072968
0,1422.1698909001236
0,1411.763364075813
0,1402.8113326994792
0,1399.3858963321807
0,1399.6432617745559
0,1402.9832415976775
0,1412.477525541755
0,1423.612204004403
0,1438.1545087812783
0,1453.9613712358062
0,1457.5276784310613
0,1441.1540859799607
0,1426.9398354115763
0,1416.301866633095
0,1407.3761039793692
0,1403.2094398838067
0,1401.7650782495273
0,1407.5847680474933
0,1416.233756644573
0,1426.7415988976802
0,1440.3633110421429
0,1455.360963019424
0,1449.0259445262168
0,1434.1147150770025
0,1423.5408592367978
0,1415.7128742348536
0,1411.1929925578834
0,1410.4736414722722
0,1418.1829516367795
0,1424.366802027667
0,1435.0841990920883
0,1446.647236361666
0,1455.000864449211
0,1443.4728516682464
0,1433.303158692721
0,1429.8186852560943
0,1424.0937614208397
0,1423.6443887801122
0,1428.2248717563332
0,1433.2614351606735
0,1444.4675673426768
0,1454.1416084446985
0,1455.6494722242446
0,1448.0425068717052
0,1440.5488931399573
0,1436.7616336422668
0,1438.7481113724825
0,1439.3849753546497
0,1446.8569154230406
0,1455.5798929760779
0,1456.494247994416
0,1452.6263477486223
0,1452.756233286193
0,1457.900383360896
1,1547.291376027719
1,1545.2128134850727
1,1544.9472968634768
1,1546.3246966294057
1,1544.9988133956679
1,1547.3909034707187
1,1543.9074380549312
1,1539.433783992557
1,1535.2777229863796
1,1532.393198759076
1,1532.6333758786084
1,1529.9873236524156
1,1530.833461963091
1,1532.5807499634764
1,1532.9188993594285
1,1537.2236867812271
1,1539.5440225592351
1,1545.9027135711717
1,1537.3347934882945
1,1531.026021475072
1,1526.858772720768
1,1522.0931791752319
1,1518.997426527946
1,1515.9489405223987
1,1515.369575101043
1,1514.1249069726646
1,1515.4213856054168
1,1518.6844518890507
1,1522.6309433792765
1,1525.9269408578803
1,1532.9126962660634
1,1540.2513809624759
1,1534.8749446974778
1,1527.3829094925868
1,1521.3402298070307
1,1513.6757776217396
1,1509.0289846718315
1,1505.3348849285371
1,1499.5850526732215
1,1501.0570772418853
1,1499.017062992721
1,1500.9336039880393
1,1505.3936901086115
1,1509.2498052791173
1,1514.697475284786
1,1522.3650793190475
1,1528.583055635359
1,1536.5900511035147
1,1533.9478561151418
1,1524.9423349318424
1,1517.7169399370644
1,1507.4995330163085
1,1501.4050655180242
1,1495.4463283586445
1,1490.177440365186
1,1485.9609065598709
1,1484.0450579994804
1,1483.7898899821944
1,1484.746890546511
1,1490.453905944516
1,1495.876067756437
1,1500.1762870291345
1,1508.3865155556348
1,1518.0277746934769
1,1526.1528388142724
1,1534.937809169007
1,1539.0006394234922
1,1527.4951776872172
1,1517.3780937501176
1,1506.38611519008
1,1499.6156800797944
1,1488.618553867455
1,1481.8086560036356
1,1475.4499734409296
1,1471.1608815164288
1,1468.2649988284497
1,1467.5498272582458
1,1471.7728682375605
1,1475.524585877416
1,1481.7427798487615
1,1489.6439399035453
1,1498.8614011604254
1,1508.0238490483584
1,1516.2726724351874
1,1528.5658312758608
1,1539.571024083458
1,1545.6560861460173
1,1532.1489351460052
1,1520.5044532767542
1,1509.4097956768053
1,1496.3405652885303
1,1486.580291351746
1,1478.200485445391
1,1468.5757237154114
1,1461.7376295464105
1,1459.9039483753522
1,1466.321651251788
1,1476.7655042453728
1,1486.8891495755165
1,1499.2590085657214
1,1509.9707541608411
1,1521.7252311744778
1,1533.3206925979468
1,1544.4415187091859
1,1539.8211574780312
1,1527.8400289660792
1,1515.0164358503432
1,1503.3423200129785
1,1489.9153537947034
1,1476.7888636952612
1,1465.549153018964
1,1465.4392246141003
1,1475.874067498065
1,1488.047335601592
1,1501.8412813428167
1,1515.7090809224605
