Layer,PPFD
1,908.7479215134889
1,909.0641166341127
1,910.3375778374462
1,911.2541309783048
1,910.5437925019904
1,911.1290720189987
1,911.3226809142619
1,912.4197292950067
1,911.0791746241408
1,912.3631256658122
1,910.9206590226149
1,911.5651700175894
1,909.3619555537543
1,911.2377572345152
1,911.9921659836327
1,911.9893039820306
1,913.6314106556098
1,913.6360436893966
1,913.8349269628585
1,911.6848543683841
1,912.9829527515625
1,910.0787509053921
1,911.531605535301
1,912.9177612174916
1,912.083713526246
1,913.9536529119562
1,913.821224302306
1,913.4773447677053
1,913.9439119144541
1,913.0474617116053
1,912.4886039953628
1,911.8274403520921
1,910.6605941066412
1,913.201536978915
1,912.3163449637575
1,913.7009281096279
1,912.4992675586064
1,912.3201581633405
1,912.6730239011503
1,913.2126511367018
1,915.7786221155029
1,913.5672162917496
1,912.3760852118687
1,912.6885053652741
1,909.5581183678954
1,912.4133070375427
1,912.8164354475534
1,912.5870003021929
1,913.1824201624125
1,911.595236525954
1,912.9354619784967
1,914.9947786231752
1,915.1567967274747
1,914.0981168746329
1,913.3850245923177
1,912.6415324732257
1,911.1450026228472
1,911.5293761248586
1,912.886818204509
1,913.5921419468548
1,912.6627053975715
1,912.1251092748923
1,912.744079953795
1,914.3264885597928
1,914.0651861854616
1,913.4345196372504
1,913.8060142693497
1,912.239617806858
1,911.0858840138521
1,911.1100247877226
1,913.4792207471405
1,914.3816019324693
1,913.7394671130189
1,912.474972734872
1,912.0169299686739
1,912.5494817921258
1,913.951024044206
1,914.1998564449302
1,913.7326860411544
1,913.6029244051406
1,910.7245236978641
1,913.3397388718433
1,913.5890039975205
1,916.2685663012437
1,913.5053241500362
1,914.5001540521172
1,913.4648124741022
1,915.903967673031
1,915.0178305832443
1,915.0936828643137
1,911.6423949289177
1,912.2057296358828
1,914.2203658044814
1,914.26992583111
1,915.6040567683223
1,915.0858684304061
1,915.0451551617238
1,913.5166325859836
1,913.4548184136127
1,912.1806963665355
1,912.0519471360818
1,912.1358247906422
1,913.0396536717994
1,913.0041017658143
1,915.3799101772966
1,914.9260382416498
1,913.7343684400927
1,913.1083789246404
1,914.7948372210731
1,913.5675495473928
1,912.3230501782559
1,913.1996249544276
2,885.3960033107339
2,888.1979997897295
2,887.7264937079956
2,886.4192676882022
2,887.9578138257307
2,886.0812783070321
2,887.4826647769685
2,888.8864493850718
2,890.2689089342481
2,890.6092338868262
2,890.1732899053214
2,891.1936865348468
2,890.8241064765713
2,890.740595353129
2,890.1277020305253
2,888.9181855029714
2,888.7992161879931
2,885.8807021132193
2,888.0580243663749
2,891.5017503427417
2,892.1231342279448
2,893.5225905105775
2,894.6099841940634
2,894.4545353908293
2,894.8311914942666
2,895.4011840307784
2,894.4036603079576
2,894.1213730821647
2,894.8592716893618
2,892.4183795024583
2,889.739396962631
2,888.8150426362794
2,886.9084990007041
2,892.2760925677871
2,894.7232593875908
2,896.478333150106
2,898.003381816388
2,899.2953532544021
2,899.1057269936011
2,901.6845928237288
2,899.2896572906225
2,899.1100871185046
2,898.1014049596855
2,898.7393979707242
2,896.1156101696403
2,892.9053908461497
2,890.7056220393976
2,887.9154191057194
2,888.6858391513165
2,890.3409596315524
2,895.6375075907556
2,898.632267416859
2,900.8381048142747
2,902.1874824445343
2,902.0387305244803
2,902.7512372817092
2,903.7071374468712
2,904.3778829022632
2,902.3416748000025
2,902.6080474707081
2,902.4254312773024
2,899.0781476483083
2,900.0214205706224
2,894.4362503643099
2,892.6386385100755
2,889.1513129538934
2,886.8973463344547
2,891.0512036251095
2,894.954021320523
2,898.9560586205292
2,901.8961380653326
2,903.1420020951693
2,903.9160996455125
2,905.8661598495196
2,906.3438380147105
2,905.5685740208708
2,907.3420886487003
2,907.634936827374
2,905.3534123013503
2,906.4091126126075
2,902.8640160547533
2,902.4256012455484
2,900.6081979528682
2,894.4903133189158
2,893.2410841545475
2,890.3812618715383
2,888.6474891664085
2,890.9820728707806
2,894.7761318037866
2,898.6321073891838
2,900.5244522840661
2,904.8378949108393
2,906.2994267377059
2,907.7850073661716
2,908.6582739091353
2,909.1862127725572
2,908.6573637436456
2,908.2210444915503
2,904.8089636210997
2,904.3357975405377
2,900.4011755498839
2,895.9814983666267
2,892.4862771406542
2,887.3958999728633
2,889.3303652469089
2,893.541674567796
2,897.2167403751857
2,902.2105382396248
2,905.8600179354933
2,907.2703230738266
2,909.1474767640243
2,910.9324866751224
2,906.7410993505155
2,905.5717369619166
2,903.0369687622482
2,898.7020285817553
2,895.42470919184
2,891.0399358937445
2,889.67608400102
2,895.4273642107812
2,898.1989072981445
2,903.4983640119133
2,905.3232802096652
2,907.8413598127851
2,908.8530092678176
2,906.8016323248494
2,904.2703854943386
2,900.8963301087338
2,897.4856779102223
2,892.8871786867614
2,887.4795548756078
2,891.6236688600536
2,895.9605563051234
2,900.4173153514909
2,902.5627450040215
2,907.4874034593273
2,909.9228104668947
2,911.3794786605453
2,909.1539216876348
2,904.936292035898
2,901.689737653423
2,898.3442053847905
2,893.8812283196355
2,888.242679754121
2,887.7852910771342
2,892.1515139070353
2,895.5486505142331
2,900.2818044347093
2,902.8012318460882
2,906.8716709138031
2,909.6588260344168
2,905.5439929507888
2,903.2706926978409
2,899.2647262121063
2,894.6553878418106
2,890.3784569364182
2,887.3040465002215
2,891.6870050940619
2,896.2218886372503
2,899.8931960615862
2,904.5831058410595
2,907.7347286801577
2,909.4151374323351
2,905.6088439961604
2,901.5405114205089
2,897.4656877901344
2,894.4844352067275
2,890.5397295514455
2,886.7644672517207
2,892.4195149734793
2,896.1354051881553
2,899.9631841559304
2,903.6813666090629
2,907.3408646014987
2,910.65885642286
2,906.0513358774366
2,902.956832018038
2,899.4855561728593
2,895.2841725071609
2,891.4811983015476
2,887.5679350413054
2,891.6397647836696
2,896.7113245161034
2,901.1599663063199
2,904.5914369240758
2,910.0066537825521
2,910.9255903700086
2,905.9057201918866
2,903.2269990164357
2,897.4736023570861
2,894.8128590668548
