timestamp,layer,height_ft,target_ppfd,final_ppfd,mDOU,loss,action,reason,guess_source,optimizer
2025-04-05T03:55:51.157722,19,3.0,1250.0,1249.9999808202826,47.838280330736424,22242.278040801746,Added,New scenario result,Fallback,COBYLA
2025-04-05T05:26:20.372515,10,3.0,1250.0,1087.3478760940152,74.62409102351731,4314.428790085064,Added,New scenario result,Fallback,COBYLA
2025-04-05T05:30:43.992356,5,3.0,1250.0,1249.5630430127528,88.2121470843459,461.1864290327858,Added,New scenario result,Fallback,COBYLA
