wavelength,intensity
400.00 0.008261
403.01 0.008261
406.02 0.008261
409.88 0.008261
412.46 0.008261
414.61 0.008261
416.76 0.008261
418.90 0.008261
419.76 0.008261
421.91 0.008261
423.20 0.028092
423.63 0.045730
425.35 0.063348
425.78 0.078781
426.21 0.098625
428.36 0.142704
427.93 0.138299
429.65 0.171357
429.65 0.171357
430.93 0.216920
430.50 0.211046
431.79 0.228670
432.22 0.274983
431.79 0.266167
432.65 0.283799
433.08 0.301438
433.94 0.321275
434.37 0.356559
434.37 0.356559
435.23 0.376397
436.09 0.423805
435.66 0.416093
436.52 0.449164
436.52 0.449164
437.38 0.469001
438.24 0.504279
438.24 0.504279
441.25 0.508640
442.53 0.475533
442.53 0.475533
442.96 0.457880
443.39 0.438022
444.68 0.422560
445.11 0.380645
445.11 0.380645
445.97 0.362985
446.40 0.343126
446.83 0.325473
447.26 0.307820
448.12 0.274720
448.12 0.274720
448.55 0.250450
449.84 0.232783
450.70 0.221740
451.99 0.199662
453.28 0.184200
454.56 0.164327
456.71 0.146646
458.43 0.133383
459.29 0.120135
459.72 0.102482
461.44 0.098042
462.73 0.080375
464.88 0.067105
468.31 0.058225
470.89 0.069211
474.33 0.086800
476.48 0.102205
477.34 0.113219
480.34 0.130815
481.63 0.146234
482.92 0.159447
484.21 0.185894
485.93 0.201306
487.22 0.221136
488.94 0.232136
490.66 0.247548
491.08 0.267392
493.66 0.284995
495.81 0.300400
497.10 0.315819
499.25 0.331223
500.97 0.348841
503.11 0.359834
506.12 0.373018
507.41 0.390643
510.42 0.397210
513.86 0.408182
516.86 0.423572
519.44 0.434558
522.02 0.443338
524.60 0.456530
527.60 0.467509
529.32 0.487332
531.90 0.491701
534.05 0.507105
536.63 0.522503
538.78 0.537907
540.92 0.553312
543.50 0.570915
545.22 0.584121
547.37 0.601731
549.52 0.612724
551.24 0.630341
552.95 0.643547
555.10 0.658952
557.68 0.680966
560.26 0.694158
561.12 0.707378
563.27 0.722783
564.55 0.740407
567.13 0.755805
568.42 0.771223
571.00 0.784415
571.43 0.799848
573.15 0.817465
576.15 0.832856
577.44 0.852686
580.02 0.865877
582.17 0.881282
583.89 0.901105
585.61 0.914311
588.18 0.925297
590.33 0.940701
592.91 0.958305
594.63 0.969305
596.78 0.982503
599.79 0.991277
603.65 0.995624
605.80 1.000000
607.95 0.999964
611.82 0.991078
614.82 0.979999
618.26 0.968914
619.55 0.960070
621.27 0.942395
622.13 0.929147
625.99 0.915849
627.28 0.898181
629.43 0.880500
630.72 0.867244
632.44 0.851776
633.30 0.834116
635.02 0.814236
636.31 0.798775
638.88 0.776675
639.31 0.759022
640.60 0.745766
641.89 0.730305
643.18 0.706021
644.90 0.690552
645.76 0.672892
647.48 0.653012
648.76 0.639757
649.62 0.619891
650.91 0.606635
652.20 0.586762
652.63 0.571315
655.21 0.551421
656.07 0.531555
657.79 0.518293
659.08 0.500625
660.79 0.480746
661.22 0.463093
663.80 0.445404
664.66 0.429950
666.38 0.412276
667.24 0.394616
669.39 0.379140
671.11 0.359260
671.97 0.343806
673.25 0.326139
674.97 0.308465
676.69 0.295202
677.55 0.277542
680.13 0.262059
681.85 0.244385
683.57 0.228917
684.85 0.209044
687.86 0.197965
688.72 0.180305
691.30 0.162617
693.45 0.149347
695.17 0.133879
697.74 0.120602
699.89 0.105126
702.04 0.089650
704.62 0.074168
707.63 0.063089
710.20 0.052018
712.35 0.036542
714.93 0.025471
717.94 0.012187
